"species","longitude","latitude"
"Melanophryniscus_cambaraensis",-50.16666667,-29.5
"Melanophryniscus_cambaraensis",-50.58361,-29.44806
"Melanophryniscus_cambaraensis",-50.5836,-29.4481
"Melanophryniscus_cambaraensis",-50.4,-29.41667
"Melanophryniscus_cambaraensis",-50.39556,-29.42806
"Melanophryniscus_cambaraensis",-50.38333,-29.38333
"Melanophryniscus_cambaraensis",-49.98333,-29.05
"Melanophryniscus_cambaraensis",-49.98027,-29.0714
